timestamp,open,high,low,close,volume
2019-09-06 14:54:00,139.5800,139.6600,139.5800,139.6233,65298
2019-09-06 14:53:00,139.5950,139.6200,139.5700,139.5800,32083
2019-09-06 14:52:00,139.5700,139.6000,139.5650,139.6000,39583
2019-09-06 14:51:00,139.5700,139.5750,139.5450,139.5600,51982
2019-09-06 14:50:00,139.5200,139.5700,139.5150,139.5600,31492
2019-09-06 14:49:00,139.5150,139.5300,139.5100,139.5150,18187
2019-09-06 14:48:00,139.5200,139.5200,139.4700,139.5150,27118
2019-09-06 14:47:00,139.5300,139.5400,139.5200,139.5300,18195
2019-09-06 14:46:00,139.5200,139.5400,139.4900,139.5400,30405
2019-09-06 14:45:00,139.4900,139.5189,139.4900,139.5189,19501
2019-09-06 14:44:00,139.5100,139.5100,139.4600,139.4900,13398
2019-09-06 14:43:00,139.4800,139.5200,139.4800,139.5050,20625
2019-09-06 14:42:00,139.4400,139.4900,139.4400,139.4900,27769
2019-09-06 14:41:00,139.4800,139.5100,139.4400,139.4400,34700
2019-09-06 14:40:00,139.5000,139.5060,139.4601,139.4800,22434
2019-09-06 14:39:00,139.5000,139.5200,139.4950,139.5000,16836
2019-09-06 14:38:00,139.4950,139.5100,139.4800,139.4950,17080
2019-09-06 14:37:00,139.5000,139.5600,139.4850,139.4900,50885
2019-09-06 14:36:00,139.4950,139.5000,139.4700,139.4900,33948
2019-09-06 14:35:00,139.4850,139.5000,139.4600,139.4900,15545
2019-09-06 14:34:00,139.4800,139.4900,139.4650,139.4840,25823
2019-09-06 14:33:00,139.4600,139.4900,139.4600,139.4750,25381
2019-09-06 14:32:00,139.4450,139.4700,139.4200,139.4650,17834
2019-09-06 14:31:00,139.4550,139.4700,139.4300,139.4400,14966
2019-09-06 14:30:00,139.3870,139.4600,139.3800,139.4600,38760
2019-09-06 14:29:00,139.4300,139.4300,139.3850,139.3900,25590
2019-09-06 14:28:00,139.3900,139.4300,139.3900,139.4200,15489
2019-09-06 14:27:00,139.4000,139.4200,139.3900,139.4049,21698
2019-09-06 14:26:00,139.3800,139.4100,139.3800,139.4100,15028
2019-09-06 14:25:00,139.3400,139.4064,139.3400,139.3800,13076
2019-09-06 14:24:00,139.3489,139.3800,139.3400,139.3600,13699
2019-09-06 14:23:00,139.3932,139.4000,139.3400,139.3500,12099
2019-09-06 14:22:00,139.4327,139.4400,139.3890,139.4000,15311
2019-09-06 14:21:00,139.4167,139.4400,139.4050,139.4350,18176
